,state_code,file_closing_days,file_reach_days,decide_close_days,Year
0,Andhra Pradesh,212.0661572905556,57.57786378853323,0.3104202088899684,2017
1,Assam,157.653893484218,41.279236019486454,0.08882446970465847,2017
2,Bihar,171.61258317803572,30.304624435299583,4.82103488087995,2017
3,Himachal Pradesh,143.79696692933456,29.441027165948046,0.04281982115927869,2017
4,Jammu and kashmir,204.82404758532786,73.94374734456876,0.07573998017278005,2017
5,Jharkhand,136.1512073272273,21.981927341250714,0.7575266225513826,2017
6,Karnataka,134.53758594397482,22.179898557931377,3.3503557102602355,2017
7,Kerala,218.9190310090774,68.22602885466657,0.2852751528415805,2017
8,Maharashtra,173.76507989163488,20.666159148162798,0.37377036630644195,2017
9,Orissa,197.0843457352569,48.14591242723361,2.135313844596305,2017
10,Rajasthan,143.74916794917476,29.98247575870147,0.5962241192391379,2017
11,Tamilnadu,164.78553082307886,34.42318030056875,0.9571766824608559,2017
12,Uttar pradesh,112.29727210462539,31.23991781055089,1.7730144642082781,2017
