,state_code,file_closing_days,file_reach_days,decide_close_days,Year
0,Andhra Pradesh,457.34500888591407,91.23409421376971,0.40934290396288686,2015
1,Assam,380.9197850925557,112.75375579694844,0.4451508966207603,2015
2,Bihar,374.7392587027298,61.24129226145755,3.048665164037065,2015
3,Chandigarh,343.0176759528163,13.787171489010792,0.16715069377218458,2015
4,Chattisgarh,302.5830688560784,54.87668460512396,0.3869647210339911,2015
5,DNH at silvasa,458.558287073751,37.79064234734338,0.0007930214115781126,2015
6,Delhi,468.6996917604504,67.4720631620691,1.2187659602593297,2015
7,Diu and daman,214.96369426751593,22.327388535031847,0.0,2015
8,Goa,340.30816615053186,93.44035276693147,1.753871011175441,2015
9,Gujarath,288.88523867582813,34.24269967261831,1.0532270735062543,2015
10,Haryana,331.5556661513374,37.13993943116119,0.6892606789639764,2015
11,Himachal Pradesh,313.9332105406367,49.5048768235762,0.23175377273583522,2015
12,Jammu and kashmir,395.0111784700564,180.4971440585906,0.270596068262256,2015
13,Jharkhand,357.8790235837782,56.55880009560991,1.6042446816986695,2015
14,Karnataka,257.25936032064857,28.201970785705253,2.844403859540788,2015
15,Kerala,377.32988207522465,95.4313525556188,1.0261620496631967,2015
16,Ladakh,1115.8103448275863,756.9655172413793,0.0,2015
17,Madhya Pradesh,363.0495336488445,70.9289117671231,4.804433192415705,2015
18,Maharashtra,379.42213944081493,31.480049092639668,0.6096281643090892,2015
19,Manipur,145.51767044617876,15.911574142247092,0.4254159917537918,2015
20,Meghalaya,167.98429752066116,15.440082644628099,0.05185950413223141,2015
21,Mizoram,436.41773962804007,217.90844062947068,0.0,2015
22,Orissa,464.67347360547967,179.63212022202103,3.880378301775381,2015
23,Punjab,342.63432001655974,17.291585593044918,0.21818722831711862,2015
24,Rajasthan,435.46193169973657,83.37307644929597,1.3583679193435292,2015
25,Sikkim,116.00407987975092,10.276358170496028,0.18488297187030278,2015
26,Tamilnadu,427.3039073344751,73.35930495060408,1.3238917433904522,2015
27,Telangana,499.8096059942751,121.66430235168659,0.6492044115170904,2015
28,Tripura,429.6504715633038,48.46651424216443,0.5531104124988092,2015
29,Uttar pradesh,362.9453492213755,79.75110546466591,8.851792348133007,2015
30,Uttarakhand,342.4333868152902,45.74704441817261,3.5226735348758655,2015
31,West Bengal,459.35422938871903,135.9438414438649,1.5184627655830902,2015
