,state_code,file_closing_days,file_reach_days,decide_close_days,Year
0,Andhra Pradesh,544.5642228602105,114.25984174777676,0.3939686763298555,2014
1,Assam,475.37431532065443,164.89944866476304,0.30184257313722324,2014
2,Bihar,537.3272736102567,111.15121788023009,4.616224733167136,2014
3,Chandigarh,372.76076502331046,35.19650526779487,0.18237215961234904,2014
4,Chattisgarh,406.67093929258766,91.26655953960275,0.48096937536202095,2014
5,DNH at silvasa,598.5692883895131,38.75561797752809,0.0,2014
6,Delhi,520.770576900659,73.54775733554594,8.598055283170245,2014
7,Diu and daman,290.14904862579283,40.699788583509516,0.0,2014
8,Goa,329.36207527975586,86.37208545269583,6.36821973550356,2014
9,Gujarath,337.6843363089206,60.53282457547211,2.2495668802157227,2014
10,Haryana,421.6913065582105,52.147596887098665,1.383715928199914,2014
11,Himachal Pradesh,466.30330811915474,75.8352184834594,0.31904687566524276,2014
12,Jammu and kashmir,654.80814496544,322.2842020051062,0.20181829503705087,2014
13,Jharkhand,501.90597214470216,133.86662945704236,1.519411741799821,2014
14,Karnataka,309.18784941448916,34.77836963737039,3.9141525873964906,2014
15,Kerala,455.6832935589869,122.17308728612004,1.0788139816619329,2014
16,Ladakh,1457.2592592592594,1102.4814814814815,0.0,2014
17,Madhya Pradesh,429.94643827921954,91.33083790427305,5.3025778474531275,2014
18,Maharashtra,484.16002790845283,43.355201566233575,1.2468661327658304,2014
19,Manipur,161.89913250552814,26.244259227759823,0.19756761353971763,2014
20,Meghalaya,223.37683486238532,26.888073394495414,0.09334862385321101,2014
21,Mizoram,481.02048417132215,270.1992551210428,0.0,2014
22,Orissa,712.4058469933707,302.21729584550127,4.367499413808539,2014
23,Punjab,408.59731619962326,32.22832277734777,0.20405926887662673,2014
24,Rajasthan,524.9274885388111,123.80865555965778,1.3432368083677582,2014
25,Sikkim,105.68793284365162,13.35299055613851,0.18929695697796434,2014
26,Tamilnadu,538.8511658559548,104.33898948689784,1.3440043935352268,2014
27,Telangana,581.307706298417,146.20542270124622,0.8243718423711688,2014
28,Tripura,525.0131292858338,70.7130791102191,0.42799799297541397,2014
29,Uttar pradesh,520.9887710694268,165.01830406455835,7.337843400973694,2014
30,Uttarakhand,334.9454250642058,65.88767248509119,6.01028381143081,2014
31,West Bengal,575.0713774818104,210.538648415341,0.8856517449747194,2014
