,state_code,file_closing_days,file_reach_days,decide_close_days,Year
0,Andhra Pradesh,710.9069806167988,158.92132929239105,0.47544905526321635,2013
1,Assam,524.5819433895388,159.43459415666615,0.7351359562509494,2013
2,Bihar,823.3647740556668,254.32202356619837,6.825218557484742,2013
3,Chandigarh,476.9515935678558,77.02095820759787,2.000496052250837,2013
4,Chattisgarh,904.887543810176,334.37203400072514,0.6532852596382387,2013
5,DNH at silvasa,534.3474576271186,26.28036723163842,0.0,2013
6,Delhi,581.9427818543622,72.41908929792923,10.138999440333313,2013
7,Diu and daman,323.5957620211899,23.54197229013855,0.008964955175224124,2013
8,Goa,381.72556324285966,87.32557211282597,12.863225119744545,2013
9,Gujarath,482.4685761974548,130.47852634592087,2.62284179949322,2013
10,Haryana,573.6154442819579,97.85440261306748,1.855996641155101,2013
11,Himachal Pradesh,619.8627751572327,112.56652908805032,0.998624213836478,2013
12,Jammu and kashmir,733.4267137393351,330.46607825831126,0.3106796116504854,2013
13,Jharkhand,767.6522519709624,267.4242291780501,1.6306923737413161,2013
14,Karnataka,394.5029091950291,49.757103107571034,4.790906487909065,2013
15,Kerala,588.8582578594444,174.80870906992945,1.7092141644169643,2013
16,Ladakh,2001.1052631578948,1515.4736842105262,0.0,2013
17,Madhya Pradesh,579.6541624332563,153.5528091830779,5.95919712920729,2013
18,Maharashtra,576.2295619816764,51.17490565262558,1.6513108856034417,2013
19,Manipur,452.4795918367347,126.81276696725202,0.3243948742287613,2013
20,Meghalaya,445.6886153846154,65.1963076923077,0.1403076923076923,2013
21,Mizoram,223.90235964198536,116.56143205858422,0.01790073230268511,2013
22,Orissa,911.7536535125759,394.99557675628796,5.39286643538595,2013
23,Punjab,521.3276433356922,65.44671331538812,0.5566497576074232,2013
24,Rajasthan,631.1810253500339,156.83402981403268,2.2582215004290696,2013
25,Sikkim,114.73183031741323,16.4559477899733,0.37525956689409673,2013
26,Tamilnadu,733.1713811097268,162.06937507899536,1.3362295289168156,2013
27,Telangana,692.0613403837998,164.50901187446988,0.6424538804071247,2013
28,Tripura,579.2854342452911,102.77703912042956,0.3881360265916645,2013
29,Uttar pradesh,713.1045602973325,243.3436199437166,10.487638078802865,2013
30,Uttarakhand,423.5952813304244,88.07728585052321,5.883849138437823,2013
31,West Bengal,597.6447915622808,229.80783395129774,1.5831370878845576,2013
